procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,procedimiento_estado,procedimiento_objeto,procedimiento_tipo,solicitud_de_contratacion_numero,financiamiento_fuente_prev,sistema_contratacion,presupuesto_oficial_monto,pliego_condiciones_generales_numero_gedo,pliego_condiciones_particulares_numero_gedo,publicacion_contratar_fecha,publicacion_bora_fecha,publicacion_cantidad_dias,consultas_inicio_fecha,consultas_fin_fecha
46-0202-LPU22,OBRA MEJORATIVA Y DE MANTENIMIENTO – SISTEMA MODULAR - RUTA NACIONAL N 3,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11474,Dejado Sin Efecto,Obra Mejorativa y de Mantenimiento – SISTEMA MODULAR.  Ruta Nacional N 3. TRAMO: Bahía Blanca – Dorrego. SECCIÓN: km 589.8 (Int. RN 3–RP 72) – km 670.6 (Int RN 3–RN 229) en Jurisdicción de la Provincia de Buenos Aires.,Licitación Pública,46-1224-SCO22,1.1,Unidad de medida;,763133100.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-97336397-APN-LYC#DNV,2022-10-24 0:01:00,2022-10-24 0:00:00,15,2022-10-24 9:00:00,2022-11-18 23:59:00
46-0209-LPU22,OBRA RUTA NACIONAL N° 12.  VARIANTE DE PASO POR LA CIUDAD DE CORRIENTES.  PROVINCIA DE CORRIENTES.,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11480,Disponible Para Adjudicar,OBRA RUTA NACIONAL N° 12.  VARIANTE DE PASO POR LA CIUDAD DE CORRIENTES.  PROVINCIA DE CORRIENTES.,Licitación Pública,46-1346-SCO22,,Ajuste Alzado;,2665046516.72,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-87138884-APN-LYC#DNV,2022-10-28 0:01:00,2022-10-28 0:00:00,15,2022-10-28 9:00:00,2022-11-25 23:59:00
46-0154-LPU22,OBRA: RUTA NACIONAL N°89. PASO URBANO POR CHARATA,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11437,En Apertura,"OBRA: RUTA NACIONAL N° 89, PASO URBANO POR CHARATA.  TRAMO: EMPALME RUTA PROVINCIAL Nº 19 – GENERAL PINEDO.  SECCIÓN: KM 245,9 - KM 249,50.  ",Licitación Pública,46-1042-SCO22,1.1,Unidad de medida;,1943574000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-85017788-APN-LYC#DNV,2022-10-28 0:01:00,2022-10-28 0:00:00,15,2022-10-28 9:00:00,2022-11-28 23:59:00
501-0022-LPU22,PRESA NACIMIENTO RÍO SENGUER,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11383,En Apertura,PRESA NACIMIENTO RIO SENGUER,Licitación Pública,501-70-SCO22,,Ajuste Alzado; Unidad de medida;,1255840410.43,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-114859270-APN-DCYS#MOP,2022-11-01 0:01:00,,,2022-11-01 10:00:00,2023-01-12 17:00:00
74-0064-LPU22,Construcción de Portada de atención al visitante en Rio Paraná en el PN Ciervos de los Pantanos,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11542,Fracasado,Construcción de Portada de atención al visitante en Rio Paraná en el PN Ciervos de los Pantanos,Licitación Pública,74-761-SCO22,,Ajuste Alzado;,161001411.8,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-109771824-APN-DPR#APNAC,2022-11-02 0:01:00,2022-11-02 0:00:00,15,2022-11-02 9:00:00,2022-12-14 9:00:00
74-0062-LPU22,Construcción de Galpón de Operaciones en el Parque Nacional Copo,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11538,Desierto,Construcción de Galpón de Operaciones en el Parque Nacional Copo,Licitación Pública,74-738-SCO22,,Ajuste Alzado;,177286494.64,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-106847384-APN-DNIN#APNAC,2022-11-02 0:01:00,2022-11-02 0:00:00,15,2022-11-02 9:00:00,2022-12-14 9:00:00
74-0063-LPU22,"Construcción de galpón de incendios, emergencias y comunicaciones en el Parque Nacional Traslasierra",74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11540,Desierto,"Construcción de galpón de incendios, emergencias y comunicaciones en el Parque Nacional Traslasierra",Licitación Pública,74-752-SCO22,,Ajuste Alzado;,180076678.8,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-109147943-APN-DPR#APNAC,2022-11-02 0:01:00,2022-11-02 0:00:00,15,2022-11-02 9:00:00,2022-12-14 9:00:00
15-0051-LPU22,"PAVIMENTACIÓN DE ACCESO, CALLES INTERNAS, PLAYAS DE MANIOBRAS, ACCESO A EDIFICIOS Y OBRAS COMPLEMENT",15/0,15 - Subgerencia de Compras y Contrataciones,106,106 - Comisión Nacional de Actividades Espaciales,EE-11456,En Apertura,"“PAVIMENTACIÓN DE ACCESO, CALLES INTERNAS, PLAYAS DE MANIOBRAS, ACCESO A EDIFICIOS Y OBRAS COMPLEMENTARIAS EN EL CENTRO ESPACIAL PUNTA INDIO de la CONAE”, Pipinas, Provincia de Buenos Aires.",Licitación Pública,15-110-SCO22,1.5,Ajuste Alzado;,132382722.39,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-77188322-APN-GAYRRHH#CONAE,2022-11-03 11:01:00,2022-11-04 0:00:00,15,2022-11-03 11:01:00,2022-11-23 11:00:00
46-0207-LPU22,RUTA NACIONAL N°11 - VARIANTE DE PASO POR LA CIUDAD DE RESISTENCIA (PROVINCIA DE CHACO),46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11478,En Apertura,OBRA: RUTA NACIONAL N° 11.  VARIANTE DE PASO POR LA CIUDAD DE RESISTENCIA.  PROVINCIA DEL CHACO,Licitación Pública,46-1347-SCO22,,Ajuste Alzado;,14003194450.85,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-87138301-APN-LYC#DNV,2022-11-04 0:01:00,2022-11-04 0:00:00,15,2022-11-04 9:00:00,2022-11-25 23:59:00
46/16-0181-LPU22,REPARACION DE OBRAS DE ARTE - PUENTE DE SUNCHO CORRAL,46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,EE-11458,En Evaluacion,"REPARACION EN OBRAS DE ARTE, PROTECCION DE ESTRIBOS DE PUENTES SOBRE RIO SALADO Y OBRAS DE CONTROL DE EROSIONES EN TALUDES - PUENTE DE SUNCHO CORRAL - TRAMO: YUCHAN EMP. RP.194-SUNCHO CORRAL; SECCIÓN: EMP. R.P. N° 21 MATARA (I)-EMP. EX RN N°89",Licitación Pública,46/16-1232-SCO22,1.1,Unidad de medida;,102800000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,,2022-11-08 14:01:00,2022-11-09 0:00:00,15,2022-11-09 13:00:00,2022-12-05 13:00:00
46/19-0267-LPU22,OBRA DE CONSERVACION MEJORATIVA: RN N° 33,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EE-11532,Dejado Sin Efecto," OBRA DE CONSERVACION MEJORATIVA: RN N° 33 TRAMO: TRENQUE LAUQUEN – RUFINO SECCION: Cuero del Zorro - Acc. America (Km. 350,240– Km.384,00) TRENQUELAUQUENRIVADAVIA BUENOS AIRES.",Licitación Pública,46/19-1627-SCO22,1.1,Unidad de medida;,182600000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-108258745-APN-DBA#DNV,2022-11-09 12:01:00,2022-11-10 0:00:00,20,2022-11-09 18:00:00,2022-12-15 10:00:00
46/18-0284-LPU22,PUESTA EN VALOR CAMPAMENTO ROQUE SAENZ PEÑA DE LA D.N.V. CHACO - 2° ETAPA,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EE-11541,Disponible Para Adjudicar,PUESTA EN VALOR CAMPAMENTO ROQUE SAENZ PEÑA DE LA D.N.V. CHACO - 2° ETAPA,Licitación Pública,46/18-744-SCO22,1.1,Ajuste Alzado;,132847000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-111547175-APN-DCHA#DNV,2022-11-15 12:01:02,2022-11-16 0:00:00,15,2022-11-16 7:00:00,2022-12-07 13:00:00
501-0015-LPU22,PLAN DE GESTIÓN INTEGRADA DE LOS RECURSOS HÍDRICOS DE LA CUENCA DEL ARROYO PAVÓN,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11352,En Apertura,Contratación de UN (1) servicio de consultoría y adquisiciones para la generación del Plan de Gestión Integrada de los Recursos Hídricos de la Cuenca del Arroyo Pavón.,Licitación Pública,501-53-SCO22,,Unidad de medida;,117344160.36,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-102420336-APN-DCYS#MOP,2022-11-16 0:01:00,,,2022-11-16 10:00:00,2023-01-13 16:00:00
501-0016-LPU22,PLAN DE GESTIÓN INTEGRADA DE LOS RECURSOS HÍDRICOS DE LA CUENCA DEL ARROYO DEL MEDIO,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11353,En Apertura,Contratación de un servicio de consultoría y adquisiciones para la generación del Plan de Gestión Integrada de los Recursos Hídricos de la Cuenca del Arroyo del Medio.,Licitación Pública,501-52-SCO22,,Unidad de medida;,118447224.19,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-101228701-APN-DCYS#MOP,2022-11-16 0:01:00,,,2022-11-16 10:00:00,2023-01-13 16:00:00
74-0065-LPU22,Construcción de Portada de atención al visitante en Rio Lujan Parque Nacional Ciervo de los Pantanos,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11545,Pendiente Análisis,Construcción de Portada de atención al visitante en Rio Lujan Parque Nacional Ciervo de los Pantanos,Licitación Pública,74-764-SCO22,,Ajuste Alzado;,151672332.71,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-109803975-APN-DPR#APNAC,2022-11-17 0:01:00,2022-11-17 0:00:00,15,2022-11-17 9:00:00,2022-12-30 9:00:00
74-0067-LPU22,Construcción de Baños Públicos en el Parque Nacional Traslasierra.,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11546,Desierto,Construcción de Baños Públicos en el Parque Nacional Traslasierra.,Licitación Pública,74-801-SCO22,,Ajuste Alzado;,121418152.72,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-113656834-APN-DPR#APNAC,2022-11-17 0:01:00,2022-11-17 0:00:00,15,2022-11-17 9:00:00,2022-12-30 9:00:00
46-0251-LPU22,OBRA DE CONSERVACIÓN MEJORATIVA; RUTA NACIONAL Nº 95 – CHACO,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11515,En Apertura,"OBRA DE CONSERVACIÓN MEJORATIVA.  RUTA NACIONAL N° 95 - CHACO.  TRAMO: EMP. RN N° 16 P.R.S. PEÑA - EMP. EX RN N° 95.  SECCIÓN: KM 1130,00 - KM 1167,20.",Licitación Pública,46-1491-SCO22,1.1,Unidad de medida;,1392309000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-114986030-APN-LYC#DNV,2022-11-18 0:01:00,2022-11-18 0:00:00,15,2022-11-18 9:00:00,2022-12-21 23:59:00
90-0005-LPU22,RED DE DESAGÜES CLOACALES Y PLANTA DE TRATAMIENTO 1RA ETAPA - Rancul - La Pampa,90/0,90 - Departamento de Compras y Licitaciones-ENOHSA,613,613 - Ente Nacional de Obras Hídricas de Saneamiento,EE-11559,Desierto,RED DE DESAGÜES CLOACALES Y PLANTA DE TRATAMIENTO,Licitación Pública,90-50-SCO22,1.1,Ajuste Alzado; Unidad de medida;,639825940.34,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-116544991-APN-GT#ENOHSA,2022-11-18 14:31:00,,,2022-11-18 16:00:00,2023-01-20 16:00:00
46-0109-LPU22,OBRA NUEVA - TRAVESÍA DE MERCEDES Y CONSTRUCCIÓN DE AUTOPISTA.,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11395,Pendiente Análisis,"OBRA NUEVA - TRAVESÍA DE MERCEDES Y CONSTRUCCIÓN DE AUTOPISTA EN RUTA NACIONAL N° 5, ENTRE FIN DISTRIBUIDOR R.P. N° 41 (KM. 96,3) - KM. 104,0.  PROVINCIA DE BUENOS AIRES",Licitación Pública,46-1462-SCO22,1.4,Ajuste Alzado;,3499799853.76,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-100339081-APN-LYC#DNV,2022-11-23 0:01:00,2022-11-23 0:00:00,15,2022-11-23 9:00:00,2022-12-29 23:59:00
46/9-0253-LPU22,Reparación de Puente s/ RP N° 2 (Av. Sarmiento) “A” y “O”; Obras Complementarias. RN N° A 014,46/9,46/09 - 9° San Juan - DNV,604,604 - Dirección Nacional de Vialidad,EE-11517,Desierto,"Reparación de Puente s/ RP N° 2 (Av. Sarmiento) “A” y “O”; Obras Complementarias.” RUTA NACIONAL N° A 014 (Avenida Circunvalación a San Juan); TRAMO: RP N° 21 (Calle Tucumán)- RN N° 40 (B.Bardiani); SECCIÓN: km 13,52 - PROVINCIA DE SAN JUAN",Licitación Pública,46/9-1574-SCO22,1.1,Unidad de medida;,90637000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-100263560-APN-DSJ#DNV,2022-11-23 0:01:01,,,2022-11-23 13:00:00,2023-01-23 13:00:00
501-0050-LPU22,"PALACIO NACIONAL DE LAS ARTES (PALAIS DE GLACE), RESTAURACIÓN, PUESTA EN VALOR Y ADECUACIÓN TECNOLÓG",501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11535,Pendiente Análisis,"Las obras que contemplan la restauración, puesta en valor y  adecuación tecnológica del interior, adaptándolo a las nuevas normativas: pinturas, revoques, cielorrasos, murales, carpinterías y solados; restauración del auditorio recuperando su escala y dimensiones originales; nuevo  montacargas y escalera, adecuación de escaleras existentes; tratamiento de las humedades ascendentes y provisión de señalética; restauro y puesta en valor de la totalidad de la envolvente exterior del edificio; reparación y  adecuación a la normativa vigente de las instalaciones sanitaria, contra incendios, eléctrica y de aire acondicionado.",Licitación Pública,501-100-SCO22,,Ajuste Alzado;,1887730902.67,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-113539975-APN-DCYS#MOP,2022-11-24 0:01:00,,,2022-11-24 10:00:00,2023-01-24 17:00:00
74-0069-LPU22,Construcción de baños públicos en el Parque Nacional Pre Delta,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11555,Desierto,Construcción de baños públicos en el Parque Nacional Pre Delta,Licitación Pública,74-821-SCO22,,Ajuste Alzado;,171615191.56,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-115848583-APN-DPR#APNAC,2022-11-24 0:01:00,2022-11-24 0:00:00,15,2022-11-24 9:00:00,2023-01-11 9:00:00
46/17-0311-LPU22,"Tareas de mantenimiento en Puente sobre A° La Ensenada -Ruta Nacional N° 131, Entre Ríos-",46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,EE-11563,Adjudicado,"Tareas de mantenimiento en Puente sobre A° La Ensenada -Ruta Nacional N° 131, Entre Ríos-",Licitación Pública,46/17-1414-SCO22,1.1,Unidad de medida;,31187000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-121581079-APN-DER#DNV,2022-11-25 0:01:00,2022-11-25 0:00:00,15,2022-11-25 7:00:00,2023-01-05 23:59:00
46/21-0262-LPU22,REACONDICIONAMIENTO DE LA CALZADA DE LA PRESA EMBALSE CASA DE PIEDRA. Ruta Nac. Nº 152 y Prov. N° 6,46/21,46/21 - 21° La Pampa - DNV,604,604 - Dirección Nacional de Vialidad,EE-11528,Desierto,"“REACONDICIONAMIENTO DE LA CALZADA DE LA PRESA EMBALSE CASA DE PIEDRA”, Ruta: Paso Interprovincial Presa Embalse Casa de Piedra – RN Nº 152 – RP Nº 6, Tramo: Emp. Ruta Nac. Nº 152 (La Pampa) – Emp. Ruta Prov. Nº 6 (Río Negro), Sección: Pr. 0,00 - Pr. 10,35.",Licitación Pública,46/21-1451-SCO22,1.1,Unidad de medida;,142574000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,,2022-11-25 0:01:00,,,2022-11-25 7:00:00,2023-01-02 23:59:00
74-0070-LPU22,Construcción de Sede Administrativa en el Parque Nacional Monte León,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11562,Desierto,Construcción de Sede Administrativa en el Parque Nacional Monte León,Licitación Pública,74-867-SCO22,,Ajuste Alzado;,150403121.1,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-120863143-APN-DPR#APNAC,2022-11-28 0:01:00,2022-11-28 0:00:00,15,2022-11-28 9:00:00,2023-01-09 9:00:00
46/6-0292-LPU22,Construcción de Pasarela Peatonal s/ RN Nº 9 - Pcia de Jujuy.,46/6,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,EE-11547,Dejado Sin Efecto,"Obra: Construcción de la Pasarela Barrio Paraíso - Alto Comedero - Ruta Nacional Nº 9 - Provincia de Jujuy - Tramo: El Carmen RP N ° 42 (D) – S.S. de Jujuy - Sección: Acceso Barrio Paraíso (Km 1685,83)",Licitación Pública,46/6-1721-SCO22,1.1,Unidad de medida;,48953000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-123309110-APN-DJJ#DNV,2022-11-28 12:01:01,2022-11-29 0:00:00,15,2022-11-29 12:00:00,2022-12-22 12:00:00
46/16-0273-LPU22,RN Nº 157 - CONSTRUCCION DE CALZADA DE Hº Y RECONSTRUCCION DE BANQUINAS GRANULARES CON APORTE,46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,EE-11537,En Apertura,"OBRA DE CONSERVACION MEJORATIVA - RUTA NACIONAL Nº 157 - PROVINCIA DE SANTIAGO DEL ESTERO TRAMO: LAVALLE - LTE.TUCUMAN/SGO.DEL ESTERO SECCION: Km 1094.18 - Km 1127,31. TIPO DE OBRA: CONSTRUCCION DE CALZADA DE Hº Y RECONSTRUCCION DE BANQUINAS GRANULARES CON APORTE.",Licitación Pública,46/16-1643-SCO22,1.1,Unidad de medida;,123950000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-120855979-APN-DESDE#DNV,2022-11-29 0:01:00,2022-11-29 0:00:00,15,2022-11-30 11:00:00,2022-12-29 14:00:00
74-0073-LPU22,Construcción de 3 Portadas y Recepción de Visitantes en el Parque Nacional Ibera,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11572,Desierto,Construcción de 3 Portadas y Recepción de Visitantes en el Parque Nacional Ibera,Licitación Pública,74-891-SCO22,,Ajuste Alzado;,446698950.51,IF-2019-68464597-APN-DNCOPRCYFC#JGM,IF-2022-124877100-APN-DPR#APNAC,2022-11-29 0:01:00,2022-11-29 0:00:00,15,2022-11-29 9:00:00,2023-01-11 9:00:00
501-0057-LPU22,MUSEO NACIONAL DE BELLAS ARTES: PUENTE Y AMPLIACIÓN EDILICIA,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11363,En Evaluacion,"Establecer las condiciones para llevar a cabo la Licitación Pública Nacional de la obra denominada MUSEO NACIONAL DE BELLAS ARTES”, ubicada en la Av. del Libertador 1473, de la CIUDAD AUTÓNOMA DE BUENOS AIRES""",Licitación Pública,501-94-SCO22,,Ajuste Alzado;,1223650308.16,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-114603576-APN-DCYS#MOP,2022-12-02 0:01:00,,,2022-12-02 10:00:00,2023-01-27 17:00:00
46-0203-LPU22,DUPLICACION DE CALZADA - RUTA NACIONAL Nº 1V38 - PROVINCIA DE TUCUMÁN,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11475,Publicado,OBRA DE DUPLICACIÓN DE CALZADA.  RUTA NACIONAL N° 1V38.  TRAMO: CONCEPCIÓN - FAMAILLÁ.  SECCIÓN IV: MONTEROS - EMP. RN N° 38.  PROVINCIA DE TUCUMÁN.,Licitación Pública,46-1186-SCO22,,Unidad de medida;,11227474000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-107608118-APN-LYC#DNV,2022-12-02 0:01:00,,,2022-12-02 9:00:00,2023-03-08 23:59:00
501-0038-LPU22,Sistema Norte de Desagües Pluviales de la Ciudad de Santa Rosa 1° Etapa,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11429,En Apertura,Las  obras contemplan la construcción de un conducto troncal por calle Magaldi/Tierra del Fuego entre Circunvalación Ing. Marzo (R.N.35) y calle Diaz; Diaz entre Tierra del Fuego y Santa Cruz; calle Santa Cruz entre Diaz y Suipacha desembocando en un canal a cielo abierto que vincula con la laguna Don Tomás.,Licitación Pública,501-22-SCO22,,Ajuste Alzado; Unidad de medida;,2348839080.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-123104300-APN-DCYS#MOP,2022-12-02 0:01:00,,,2022-12-02 10:00:00,2023-03-02 16:00:00
46/6-0325-LPU22,3° Llamado - Finalización de la Refacción de Sede del 6° Distrito,46/6,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,EE-11584,Dejado Sin Efecto,Obra: Finalización de la Ampliación de Sede del 6° Distrito Jujuy - Ubicación: Av. Santibáñez 1312 - San Salvador de Jujuy – Pcia. de Jujuy.,Licitación Pública,46/6-1971-SCO22,1.1,Ajuste Alzado;,128852199.14,IF-2019-68464597-APN-DNCOPRCYFC#JGM,,2022-12-06 10:01:00,2022-12-07 0:00:00,15,2022-12-07 9:00:00,2023-01-04 9:00:00
46/19-0302-LPU22,OBRA ILUMINACIÓN DE LA AUTOPISTA PRESIDENTE PERÓN (BARRIO ESPERANZA),46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EE-11556,Dejado Sin Efecto,"OBRA ILUMINACIÓN DE LA AUTOPISTA PRESIDENTE PERÓN – TRAMO BARRIO ESPERANZA PROX. A RN Nº 3 - CRUCE BLAS PARERA – SECCIÓN km 32,600 – km 37,455 – UBICACIÓN PARTIDO DE LA MATANZA - PARTIDO DE EZEIZA",Licitación Pública,46/19-1561-SCO22,1.1,Unidad de medida;,127800000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-117463339-APN-DBA#DNV,2022-12-06 12:01:00,2022-12-07 0:00:00,20,2022-12-06 16:00:00,2023-01-10 15:00:00
501-0001-LPU22,"Readecuación de Desagües Pluviales de Zona Oeste de la Ciudad de General Pico, Provincia de La Pampa",501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11321,Publicado,"Establecer las condiciones para llevar a cabo la Licitación Pública Nacional de la obra denominada “READECUACIÓN DE DESAGÜES PLUVIALES DE ZONA OESTE DE LA CIUDAD DE GRAL. PICO -1RA ETAPA”, sita en el centro oeste de la Provincia de La Pampa, en la ciudad de General Pico, bajo el régimen de la Ley de Obras Públicas N° 13.064",Licitación Pública,501-97-SCO21,,Ajuste Alzado; Unidad de medida;,2070473350.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-115996926-APN-DCYS#MOP,2022-12-07 0:01:00,,,2022-12-07 10:00:00,2023-03-08 12:00:00
46/6-0329-LPU22,"3° Llamado - Reconstrucción de Alcantarilla y Accesos RNN9 - Prog. Km 1907,46.",46/6,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,EE-11587,Adjudicado,"Obra: Reconstrucción de Alcantarilla y Accesos - Ruta Nacional Nº 9 - Provincia de Jujuy -Tramo: Abra Pampa – Cangrejillos - Sección: Alcantarilla (Prog. 1907,46).",Licitación Pública,46/6-1943-SCO22,1.1,Unidad de medida;,81268798.56,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-130206963-APN-DJJ#DNV,2022-12-13 11:01:00,2022-12-14 0:00:00,5,2022-12-14 10:00:00,2022-12-21 10:00:00
82-0064-LPU22,Restauración y puesta en valor de las fachadas del Palacio Sarmiento y anexos,82/0,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EE-11570,Con Documento Contractual,Restauración y puesta en valor de las fachadas del Palacio Sarmiento y anexos,Licitación Pública,82-15-SCO22,,Ajuste Alzado;,440685000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2022-128804509-APN-DC#ME,2022-12-14 9:01:00,2022-12-15 0:00:00,15,2022-12-14 10:00:00,2023-01-16 16:00:00
